Country,Iso_code,Date,Total_vaccinations,People_vaccinated,People_fully_vaccinated,Daily_vaccinations_raw,Daily_vaccinations,Total_vaccinations_per_hundred,People_vaccinated_per_hundred,People_fully_vaccinated_per_hundred,Daily_vaccinations_per_million,Vaccines,Source_name,Source_website,,,,,,,,,,,,
Argentina,ARG,2020-12-29,700,,,,,0,,,,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2020-12-30,,,,,15656,,,,346,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2020-12-31,32013,,,,15656,0.07,,,346,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-01,,,,,11070,,,,245,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-02,,,,,8776,,,,194,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-03,,,,,7400,,,,164,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-04,39599,,,,6483,0.09,,,143,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-05,,,,,7984,,,,177,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-06,,,,,8173,,,,181,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-07,,,,,8363,,,,185,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-08,107542,,,,10519,0.24,,,233,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-09,,,,,11942,,,,264,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-10,,,,,13365,,,,296,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-11,,,,,14788,,,,327,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-12,,,,,14056,,,,311,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-13,166833,,,,13323,0.37,,,295,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-14,,,,,13320,,,,295,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-15,200759,,,,13317,0.44,,,295,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-16,,,,,12971,,,,287,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-17,,,,,12624,,,,279,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-18,,,,,12278,,,,272,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-19,,,,,11932,,,,264,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-20,247933,243539,4394,,11586,0.55,0.54,0.01,256,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-21,265724,249372,16352,17791,11704,0.59,0.55,0.04,259,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-22,279602,254456,25146,13878,11263,0.62,0.56,0.06,249,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-23,288064,258876,29188,8462,11124,0.64,0.57,0.06,246,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-24,292023,260036,31987,3959,10342,0.65,0.58,0.07,229,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-25,292386,260122,32264,363,9046,0.65,0.58,0.07,200,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-26,305880,266969,38911,13494,9626,0.68,0.59,0.09,213,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-27,318033,272323,45710,12153,10014,0.7,0.6,0.1,222,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-28,327999,276548,51451,9966,8896,0.73,0.61,0.11,197,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-29,344034,278451,65583,16035,9205,0.76,0.62,0.15,204,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-30,366384,281023,85361,22350,11189,0.81,0.62,0.19,248,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-01-31,,,,,11299,,,,250,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-02-01,375851,281577,94274,,11924,0.83,0.62,0.21,264,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-02-02,,,,,11475,,,,254,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-02-03,396562,284196,112366,,11218,0.88,0.63,0.25,248,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-02-04,444018,297717,146301,47456,16574,0.98,0.66,0.32,367,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-02-05,,,,,16238,,,,359,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-02-06,471383,307501,163882,,15000,1.04,0.68,0.36,332,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-02-07,501152,319316,181836,29769,18576,1.11,0.71,0.4,411,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-02-08,511582,322318,189264,10430,19390,1.13,0.71,0.42,429,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Argentina,ARG,2021-02-09,513178,322975,190203,1596,18139,1.14,0.71,0.42,401,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina,,,,,,,,,,,,
Austria,AUT,2021-01-10,,6784,,,,,0.08,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-01-11,,11559,,,,,0.13,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-01-12,21259,13172,,,,0.24,0.15,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-01-13,47087,20064,,25828,8609,0.52,0.22,,956,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-01-14,67473,29359,,20386,11554,0.75,0.33,,1283,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-01-15,76066,39751,,8593,10961,0.84,0.44,,1217,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-01-16,82005,50402,,5939,10124,0.91,0.56,,1124,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-01-17,88973,55450,,6968,9673,0.99,0.62,,1074,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-01-18,97389,60708,304,8416,10876,1.08,0.67,0,1208,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-01-19,127354,70474,1034,29965,15156,1.41,0.78,0.01,1683,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-01-20,152843,86888,2007,25489,15108,1.7,0.96,0.02,1677,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-01-21,163692,105038,3214,10849,13746,1.82,1.17,0.04,1526,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-01-22,168700,121216,3540,5008,13233,1.87,1.35,0.04,1469,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-01-23,171416,132105,4243,2716,12773,1.9,1.47,0.05,1418,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-01-24,177179,135249,4289,5763,12601,1.97,1.5,0.05,1399,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-01-25,187606,137044,4306,10427,12888,2.08,1.52,0.05,1431,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-01-26,191749,146587,4346,4143,9199,2.13,1.63,0.05,1021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-01-27,198091,153859,5126,6342,6464,2.2,1.71,0.06,718,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-01-28,208878,163806,5633,10787,6455,2.32,1.82,0.06,717,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-01-29,220647,174262,7157,11769,7421,2.45,1.93,0.08,824,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-01-30,224792,183628,13551,4145,7625,2.5,2.04,0.15,847,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-01-31,227802,185291,15207,3010,7232,2.53,2.06,0.17,803,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-02-01,241258,186479,15866,13456,7665,2.68,2.07,0.18,851,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-02-02,252707,189926,19062,11449,8708,2.81,2.11,0.21,967,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-02-03,262079,194287,28233,9372,9141,2.91,2.16,0.31,1015,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-02-04,277431,198912,39329,15352,9793,3.08,2.21,0.44,1087,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-02-05,284578,202160,50669,7147,9133,3.16,2.24,0.56,1014,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-02-06,289954,208144,62123,5376,9309,3.22,2.31,0.69,1034,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-02-07,298195,210239,66621,8241,10056,3.31,2.33,0.74,1117,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-02-08,311221,212062,71135,13026,9995,3.46,2.35,0.79,1110,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Austria,AUT,2021-02-09,,215592,78852,,8359,,2.39,0.88,928,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/,,,,,,,,,,,,
Bahrain,BHR,2020-12-23,38965,38965,,,,2.29,2.29,,,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2020-12-24,50071,50071,,11106,11106,2.94,2.94,,6527,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2020-12-25,50543,50543,,472,5789,2.97,2.97,,3402,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2020-12-26,51556,51556,,1013,4197,3.03,3.03,,2467,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2020-12-27,53614,53614,,2058,3662,3.15,3.15,,2152,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2020-12-28,55014,55014,,1400,3210,3.23,3.23,,1886,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2020-12-29,56041,56041,,1027,2846,3.29,3.29,,1673,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2020-12-30,57317,57317,,1276,2622,3.37,3.37,,1541,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2020-12-31,58643,58643,,1326,1225,3.45,3.45,,720,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2021-01-01,59351,59351,,708,1258,3.49,3.49,,739,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2021-01-02,60097,60097,,746,1220,3.53,3.53,,717,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2021-01-03,60689,60689,,592,1011,3.57,3.57,,594,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2021-01-04,61612,61612,,923,943,3.62,3.62,,554,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2021-01-05,63893,63893,,2281,1122,3.75,3.75,,659,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2021-01-06,68472,68472,,4579,1594,4.02,4.02,,937,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2021-01-07,72239,72239,,3767,1942,4.25,4.25,,1141,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2021-01-08,78291,78291,,6052,2706,4.6,4.6,,1590,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2021-01-09,84157,84157,,5866,3437,4.95,4.95,,2020,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2021-01-10,89250,89250,,5093,4080,5.25,5.25,,2398,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2021-01-11,92598,92598,,3348,4427,5.44,5.44,,2602,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2021-01-12,97776,97776,,5178,4840,5.75,5.75,,2844,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2021-01-13,101363,101363,,3587,4699,5.96,5.96,,2762,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2021-01-14,109566,109566,,8203,5332,6.44,6.44,,3134,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2021-01-15,122819,122819,,13253,6361,7.22,7.22,,3738,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2021-01-16,137159,137159,,14340,7572,8.06,8.06,,4450,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2021-01-17,141563,141563,,4404,7473,8.32,8.32,,4392,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2021-01-18,142831,142831,,1268,7176,8.39,8.39,,4217,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2021-01-19,143596,143596,,765,6546,8.44,8.44,,3847,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2021-01-20,144130,144130,,534,6110,8.47,8.47,,3591,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2021-01-21,,,,,5457,,,,3207,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2021-01-22,,,,,4084,,,,2400,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2021-01-23,,,,,2555,,,,1502,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2021-01-24,,,,,2445,,,,1437,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
Bahrain,BHR,2021-01-25,,,,,2784,,,,1636,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1359245782092767236,,,,,,,,,,,,
